"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring 's-Hertogenbosch"
"Nummer";;"HSB18"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Asten";"Best";"Boekel";"Boxtel";"Deurne";"Eersel";"Eindhoven";"Helmond";"'s-Hertogenbosch";"Heusden";"Nuenen, Gerwen en Nederwetten";"Oirschot";"Oss";"Sint-Michielsgestel";"Someren";"Son en Breugel";"Valkenswaard";"Veldhoven";"Vught";"Waalre";"Gemert-Bakel";"Heeze-Leende";"Laarbeek";"Reusel-De Mierden";"Cranendonck";"Bernheze";"Bergeijk";"Bladel";"Geldrop-Mierlo";"Meierijstad";"Land van Cuijk";"Maashorst"
;;"40";"Akça, S.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"41";"Dokgöz, Ş.";"16";"0";"1";"0";"0";"0";"0";"6";"1";"1";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0"
;;"42";"Icar, N.";"60";"0";"2";"0";"0";"0";"0";"35";"1";"11";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0"
;;"43";"Khan, S.Y.";"27";"0";"0";"0";"4";"0";"0";"7";"4";"2";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"3"
;;"44";"Sungur, M.";"8";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"45";"Koyuncu, S.";"21";"0";"1";"0";"0";"0";"0";"5";"1";"6";"1";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1"
;;"46";"Achbar, F.";"26";"0";"1";"0";"1";"0";"0";"7";"1";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3"
"14";"50PLUS";;;"5405";"79";"117";"29";"118";"148";"100";"753";"362";"502";"205";"75";"53";"310";"127";"91";"70";"141";"245";"85";"55";"108";"60";"109";"71";"64";"137";"70";"103";"148";"301";"349";"220"
;;"1";"van Hooft, G.O.P.C.";"3246";"53";"73";"19";"80";"96";"64";"347";"188";"277";"158";"45";"39";"166";"87";"60";"34";"86";"149";"60";"29";"64";"43";"77";"50";"41";"84";"48";"62";"81";"200";"243";"143"
;;"2";"van Rooij, M.G.J.H.";"108";"1";"0";"1";"1";"5";"4";"24";"5";"2";"8";"3";"0";"6";"3";"1";"1";"4";"4";"1";"2";"5";"0";"2";"3";"2";"2";"0";"0";"1";"3";"9";"5"
;;"3";"Brouwers, J.F.X.M.";"348";"4";"23";"2";"5";"10";"10";"51";"27";"8";"1";"9";"4";"6";"4";"5";"23";"5";"22";"0";"6";"6";"8";"11";"3";"6";"2";"6";"11";"13";"40";"10";"7"
;;"4";"Hoek, W.M.M.";"463";"11";"8";"0";"9";"13";"7";"84";"30";"39";"21";"5";"4";"26";"11";"9";"5";"12";"21";"5";"5";"9";"4";"8";"7";"4";"4";"1";"12";"9";"24";"34";"22"
;;"5";"van Acquoij, R.H.";"352";"2";"7";"2";"4";"1";"6";"182";"7";"3";"1";"7";"1";"2";"1";"2";"6";"17";"27";"0";"6";"3";"3";"2";"1";"6";"0";"12";"1";"23";"6";"5";"6"
;;"6";"Hernández Martínez, A.";"358";"3";"2";"1";"8";"4";"6";"32";"14";"145";"11";"2";"1";"13";"11";"3";"0";"8";"12";"11";"3";"4";"1";"3";"2";"1";"3";"3";"5";"8";"13";"16";"9"
;;"7";"Fonhof, G.J.";"8";"0";"0";"0";"0";"1";"0";"2";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"8";"van Tilborg, H.C.A.M.";"30";"2";"3";"0";"2";"0";"2";"0";"3";"1";"1";"1";"2";"0";"0";"1";"0";"0";"2";"0";"1";"0";"0";"0";"4";"0";"1";"0";"2";"0";"0";"2";"0"
;;"9";"van Orsouw, J.H.T.";"134";"0";"0";"0";"1";"2";"0";"1";"1";"10";"0";"0";"1";"78";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1";"5";"0";"2";"0";"3";"8";"18"
;;"10";"Faassen, A.G.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"11";"Hessing, J.C.";"8";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Jablonski, J.";"5";"0";"0";"0";"0";"0";"0";"1";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Bongers, J.W.M.";"75";"0";"0";"0";"2";"0";"0";"2";"0";"4";"0";"0";"0";"7";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"1";"1";"7";"8";"8"
;;"14";"Franse, A.H.";"11";"0";"0";"0";"0";"0";"0";"3";"0";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
;;"15";"van Loon, J.C.A.";"11";"0";"0";"1";"1";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1"
;;"16";"de Kruif, F.N.J.";"4";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"van Es, J.W.";"3";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"18";"Biever, R.M.";"6";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0"
;;"19";"Hamersma, K.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Hornis, M.P.";"5";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"van Aert, J.L.";"81";"2";"0";"0";"0";"8";"0";"2";"48";"0";"0";"0";"0";"0";"0";"3";"0";"0";"2";"0";"1";"4";"0";"5";"0";"0";"0";"0";"0";"3";"2";"1";"0"
;;"22";"Vriens, M.F.L.";"15";"0";"0";"0";"2";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"2";"0"
;;"23";"Voets, J.J.M.";"11";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0"
;;"24";"Hendriks, J.";"115";"1";"1";"2";"2";"7";"1";"8";"32";"3";"1";"2";"0";"2";"3";"6";"1";"5";"4";"1";"1";"8";"0";"1";"0";"1";"3";"0";"4";"6";"2";"6";"1"
"15";"BBB";;;"41274";"1016";"678";"797";"919";"1965";"974";"1754";"1148";"1919";"1251";"464";"1201";"2308";"812";"1294";"409";"831";"773";"596";"252";"1729";"724";"1080";"977";"1041";"1384";"1111";"1060";"777";"3209";"4730";"2091"
;;"1";"van der Plas, C.A.M.";"34672";"842";"569";"690";"731";"1660";"832";"1404";"928";"1526";"1057";"380";"1073";"1910";"703";"960";"325";"711";"649";"507";"204";"1462";"606";"925";"861";"905";"1203";"979";"896";"634";"2699";"4073";"1768"
;;"2";"Keijzer, M.C.G.";"2890";"51";"57";"39";"50";"134";"70";"160";"88";"178";"88";"35";"65";"186";"53";"85";"38";"59";"63";"39";"24";"121";"45";"74";"66";"55";"82";"62";"72";"61";"244";"324";"122"
;;"3";"Tuinman, G.P.";"366";"5";"10";"6";"6";"15";"4";"32";"15";"40";"12";"6";"12";"23";"3";"3";"1";"4";"8";"6";"3";"13";"1";"9";"4";"4";"7";"10";"9";"9";"32";"40";"14"
;;"4";"Vermeer, H.";"101";"3";"0";"4";"3";"4";"7";"3";"4";"9";"3";"1";"2";"11";"0";"2";"0";"0";"1";"3";"0";"2";"0";"1";"1";"1";"3";"1";"4";"2";"11";"10";"5"
;;"5";"Helder, L.M.J.S.";"394";"15";"3";"2";"3";"38";"1";"21";"13";"14";"13";"6";"5";"9";"5";"13";"1";"4";"12";"4";"4";"27";"5";"8";"9";"7";"6";"7";"6";"18";"15";"85";"15"
;;"6";"Pierik, C.R.";"121";"12";"4";"2";"1";"7";"4";"2";"1";"10";"2";"3";"2";"8";"1";"1";"2";"1";"0";"2";"1";"1";"3";"1";"1";"0";"4";"8";"7";"2";"11";"10";"7"
;;"7";"van Zanten, C.R.";"97";"3";"2";"2";"0";"3";"3";"9";"5";"8";"2";"2";"0";"5";"2";"4";"1";"2";"2";"1";"1";"3";"1";"3";"1";"3";"3";"0";"2";"4";"10";"5";"5"
;;"8";"Rummenie, J.F.";"15";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"2";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3";"1";"1"
;;"9";"Pouw-Verweij, N.J.F.";"164";"4";"5";"3";"3";"3";"6";"17";"11";"14";"2";"3";"2";"12";"3";"3";"1";"4";"8";"3";"0";"8";"2";"6";"1";"2";"3";"2";"2";"3";"15";"6";"7"
;;"10";"Rikkers-Oosterkamp, M.G.F.";"43";"1";"0";"0";"0";"2";"0";"5";"0";"2";"1";"0";"0";"2";"0";"1";"0";"3";"2";"0";"0";"2";"1";"0";"2";"0";"2";"2";"3";"1";"1";"6";"4"
;;"11";"Wijen-Nass, M.J.M.H.";"58";"1";"1";"0";"0";"3";"1";"4";"4";"2";"1";"1";"2";"2";"0";"6";"0";"1";"0";"3";"2";"0";"0";"1";"1";"1";"2";"2";"1";"3";"3";"6";"4"
;;"12";"Oostenbrink, M.";"9";"0";"0";"0";"1";"0";"0";"0";"0";"1";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1"
;;"13";"Rekers, J.D.";"14";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"3";"2"
;;"14";"Hendriks, A.J.";"19";"0";"0";"1";"4";"3";"0";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"2";"1"
;;"15";"Govaert, C.A.H.M.";"33";"1";"0";"1";"0";"1";"0";"4";"0";"3";"3";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"2";"2";"0";"0";"2";"2";"1";"5";"2"
;;"16";"van Vliet, L.R.";"7";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2"
;;"17";"Hemmen, H.M.";"27";"0";"0";"0";"4";"1";"0";"2";"2";"0";"0";"0";"0";"1";"0";"0";"2";"0";"3";"0";"1";"0";"0";"0";"1";"2";"0";"2";"1";"0";"2";"3";"0"
;;"18";"van Vuuren, C.H.";"45";"0";"0";"2";"1";"4";"0";"3";"0";"5";"3";"0";"0";"2";"0";"0";"0";"1";"0";"1";"0";"3";"2";"1";"1";"0";"2";"0";"0";"0";"8";"4";"2"
;;"19";"van der Meer, S.";"34";"2";"0";"2";"1";"0";"0";"2";"4";"2";"1";"0";"0";"5";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"1";"0";"2";"1";"1";"5";"1"
;;"20";"Stoop, C.J.";"60";"0";"0";"1";"1";"0";"2";"3";"2";"3";"9";"1";"6";"4";"0";"1";"2";"1";"0";"3";"0";"1";"0";"0";"0";"1";"0";"2";"1";"2";"4";"6";"4"
;;"21";"van Veen, A.";"9";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0"
;;"22";"van Lissum, J.T.M.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0"
;;"23";"Stegink, T.W.";"30";"0";"0";"0";"0";"3";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"3";"2";"0";"0";"0";"2";"0";"4";"0";"3";"8";"1"
;;"24";"Huiskamp, F.M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"25";"Eppink, D.J.";"21";"0";"0";"0";"1";"2";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"2";"0";"0";"0";"1";"0";"1";"4";"0";"1";"2";"2"
;;"26";"Hankers, H.F.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Berghout, N.C.G.";"9";"0";"0";"0";"0";"0";"0";"0";"1";"1";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0"
;;"28";"Roubos, G.L.";"386";"1";"12";"5";"95";"5";"9";"17";"3";"8";"14";"3";"23";"12";"13";"5";"5";"7";"3";"13";"2";"9";"5";"4";"9";"4";"9";"8";"14";"7";"39";"15";"8"
;;"29";"Evers, G.J.A.";"4";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Sijbolts, M.A.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Poppe, W.P.";"10";"1";"0";"1";"0";"1";"0";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"32";"Swaag, J.H.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Waalkens, D.E.";"5";"0";"0";"0";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"de Ridder, R.J.G.";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"4";"3";"0";"0";"0";"0";"1";"0";"0";"1";"0"
;;"35";"Jaspers, W.C.P.H.";"611";"63";"3";"1";"1";"63";"16";"10";"36";"1";"1";"5";"1";"2";"0";"204";"0";"16";"3";"1";"3";"21";"32";"17";"6";"44";"2";"11";"9";"13";"9";"16";"1"
;;"36";"Floors, G.W.C.";"5";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0"
;;"37";"Luitwieler-Bosma, J.M.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0"
;;"38";"Rood, I.";"12";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0"
;;"39";"van Noort, M.";"5";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"Cromwijk, J.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0"
;;"41";"van Wijk, J.W.";"10";"0";"0";"0";"1";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"2";"1"
;;"42";"Bos-Zandstra, K.J.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0"
;;"43";"Egelmeers, P.C.J.M.";"305";"1";"4";"6";"3";"5";"1";"6";"1";"69";"21";"4";"0";"44";"18";"1";"0";"3";"2";"5";"0";"27";"0";"7";"2";"3";"19";"2";"5";"5";"23";"8";"10"
;;"44";"Baltus, A.W.M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"45";"van der Wereld-Verkerk, P.C.";"4";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"46";"Schoone, L.";"28";"1";"0";"1";"0";"1";"2";"3";"2";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"3";"1";"2";"1";"0";"1";"2";"0";"1";"2";"2"
;;"47";"Spätgens, J.M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"48";"Zeedzen, D.";"4";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"49";"Verhulst, B.G.";"184";"4";"3";"0";"5";"1";"11";"33";"13";"2";"1";"12";"0";"2";"0";"0";"25";"5";"13";"0";"2";"2";"0";"9";"3";"1";"0";"8";"5";"4";"19";"1";"0"
;;"50";"Buis, D.G.J.";"423";"3";"4";"26";"3";"4";"3";"3";"4";"10";"9";"0";"6";"51";"5";"3";"2";"2";"2";"2";"1";"21";"1";"2";"2";"1";"27";"1";"6";"2";"45";"73";"99"
"16";"BIJ1";;;"1738";"13";"31";"9";"47";"22";"13";"564";"100";"336";"36";"26";"4";"75";"27";"10";"10";"19";"42";"28";"11";"25";"7";"9";"7";"13";"19";"8";"17";"53";"42";"78";"37"
;;"1";"Olf, E.M.";"647";"4";"10";"4";"21";"9";"8";"210";"35";"118";"15";"9";"1";"27";"10";"4";"6";"12";"14";"14";"4";"11";"2";"2";"3";"6";"7";"1";"8";"18";"20";"24";"10"
;;"2";"Mc Cray, L.";"384";"4";"7";"1";"9";"5";"3";"121";"27";"87";"9";"6";"1";"14";"7";"3";"2";"3";"11";"2";"1";"3";"1";"3";"1";"1";"4";"3";"5";"11";"6";"19";"4"
;;"3";"Salmi, L.";"156";"2";"2";"0";"2";"0";"0";"52";"12";"38";"2";"0";"1";"8";"3";"0";"1";"0";"3";"2";"0";"2";"2";"2";"2";"1";"2";"0";"1";"3";"5";"3";"5"
;;"4";"Courtar, G.O.";"49";"0";"0";"1";"2";"1";"1";"24";"0";"7";"1";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"1";"0";"2";"0"
;;"5";"de Miranda, E.N.";"28";"0";"0";"0";"0";"1";"0";"6";"1";"9";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"1";"0";"1"
;;"6";"Berend, C.E.W.R.";"158";"1";"3";"1";"6";"1";"1";"50";"8";"25";"1";"4";"0";"8";"0";"1";"0";"2";"8";"3";"3";"3";"0";"1";"0";"0";"2";"3";"2";"6";"3";"6";"6"
;;"7";"Luhrs, Y.";"32";"0";"0";"0";"0";"0";"0";"12";"1";"12";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"1";"0"
;;"8";"Gal, Y.";"9";"0";"1";"0";"1";"0";"0";"4";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"9";"ten Caat, J.";"6";"0";"0";"0";"1";"0";"0";"3";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Zandee, J.I.N.";"92";"1";"2";"1";"3";"1";"0";"23";"6";"9";"1";"1";"0";"9";"2";"0";"0";"1";"3";"0";"0";"5";"0";"0";"0";"1";"0";"0";"0";"6";"2";"11";"4"
;;"11";"Bakker, D.L.";"8";"0";"1";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"12";"Wienen, R.D.";"47";"0";"3";"0";"1";"2";"0";"18";"2";"7";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"4";"2"
;;"13";"Bijleveld, D.";"58";"1";"1";"1";"0";"0";"0";"18";"3";"12";"3";"0";"0";"3";"0";"0";"0";"0";"2";"2";"0";"1";"0";"1";"0";"2";"1";"0";"0";"1";"2";"3";"1"
;;"14";"Vrede, R.I.";"29";"0";"0";"0";"1";"0";"0";"12";"0";"7";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"2"
;;"15";"Timmer, R.S.Y.";"35";"0";"1";"0";"0";"2";"0";"7";"4";"3";"0";"1";"0";"2";"2";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3";"4";"1"
"17";"Piratenpartij - De Groenen";;;"640";"4";"11";"4";"16";"11";"6";"155";"34";"89";"25";"6";"7";"25";"15";"3";"7";"10";"17";"7";"7";"12";"2";"7";"7";"11";"8";"10";"5";"19";"28";"45";"27"
;;"1";"van Treuren, M.A.";"329";"2";"5";"2";"7";"5";"1";"69";"21";"41";"13";"4";"4";"12";"9";"2";"2";"4";"9";"5";"4";"7";"1";"4";"2";"4";"6";"6";"5";"12";"17";"25";"19"
;;"2";"Sadloe, S.";"103";"1";"1";"1";"3";"2";"1";"35";"3";"22";"3";"1";"0";"2";"3";"0";"2";"1";"4";"0";"2";"2";"0";"1";"0";"2";"0";"0";"0";"0";"2";"5";"4"
;;"3";"van Zwoll, R.M.E.";"24";"0";"2";"0";"1";"1";"1";"4";"2";"2";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"4";"1"
;;"4";"Pontier, M.A.";"17";"0";"0";"0";"0";"1";"0";"5";"0";"1";"1";"0";"0";"2";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0"
;;"5";"Brandsma, W.A.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"6";"ter Haar, O.H.";"3";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"7";"Zimmerman, H.K.";"7";"0";"0";"0";"0";"0";"0";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0"
;;"8";"van Rijn, M.P.";"9";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"9";"Berendsen, P.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Yadegari, S.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Pot, A.A.M.";"10";"0";"0";"0";"0";"0";"0";"2";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1"
;;"12";"Werner, D.R.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"13";"van Deijk, D.D.";"58";"1";"2";"0";"2";"0";"0";"29";"2";"4";"3";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"1";"0";"1";"2";"0";"1";"2";"1";"0"
;;"14";"Russchenberg, S.";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Hallegraeff, D.S.";"3";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
