"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Arnhem"
"Nummer";;"HSB7"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Aalten";"Apeldoorn";"Arnhem";"Barneveld";"Brummen";"Doesburg";"Doetinchem";"Duiven";"Ede";"Elburg";"Epe";"Ermelo";"Harderwijk";"Hattem";"Heerde";"Lochem";"Nijkerk";"Oldebroek";"Putten";"Renkum";"Rheden";"Rozendaal";"Scherpenzeel";"Voorst";"Wageningen";"Westervoort";"Winterswijk";"Zevenaar";"Zutphen";"Nunspeet";"Oude IJsselstreek";"Oost Gelre";"Lingewaard";"Overbetuwe";"Berkelland";"Bronckhorst";"Montferland"
;;"20";"van Boven, A.W.";"12";"0";"3";"1";"0";"0";"0";"1";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"21";"Coppus, T.H.C.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Topma, X.M.";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0"
;;"23";"van Wijngaarden, T.J.J.";"9";"0";"1";"4";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"24";"Coşkun, T.S.J.";"18";"0";"5";"7";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"van den Hout, S.G.";"6";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"van der Wijk, N.H.F.";"4";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"27";"Verdaasdonk, I.";"13";"0";"4";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"2";"0"
;;"28";"van Rossum, L.";"12";"0";"2";"3";"1";"0";"0";"2";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Rongen, K.S.";"4";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"van Hooft, J.W.H.";"17";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"8";"0";"0";"0"
;;"31";"Cramer, A.";"12";"0";"2";"2";"0";"1";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"32";"van Scheltinga, E.";"7";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"33";"van Unen, G.";"4";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"34";"Kuin, R.M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"35";"Harris, D.C.";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"36";"van der Veen, J.";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Zandvliet, S.K.D.S.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"38";"Spanner, A.M.";"5";"0";"2";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Boer, M.I.";"4";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"Ramesar, J.S.";"9";"0";"2";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0"
;;"41";"ten Heuw, M.A.";"13";"0";"2";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"7";"0";"1"
;;"42";"van der Sluis, J.H.A.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"43";"Schelvis, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"de Man, W.J.";"6";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0"
;;"45";"Hendriks-Berg, A.M.G.";"4";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"46";"de Vries, E.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"47";"Eikenaar, E.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"48";"Clemens, J.M.M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"49";"Courbois, P.A.O.";"42";"2";"2";"22";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"4";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"2"
;;"50";"Leijten, R.M.";"488";"12";"45";"78";"9";"5";"11";"12";"11";"23";"9";"4";"10";"4";"3";"3";"11";"8";"5";"3";"12";"22";"1";"2";"7";"33";"12";"9";"12";"18";"4";"9";"9";"21";"7";"18";"12";"14"
"7";"Forum voor Democratie";;;"20296";"292";"2362";"2227";"855";"280";"195";"960";"321";"1549";"277";"438";"417";"652";"134";"265";"407";"577";"373";"323";"398";"586";"9";"104";"317";"291";"212";"422";"666";"750";"361";"486";"358";"489";"554";"565";"362";"462"
;;"1";"Baudet, T.H.P.";"14008";"195";"1731";"1612";"577";"199";"126";"654";"258";"1070";"183";"314";"282";"438";"89";"182";"256";"398";"230";"227";"269";"415";"4";"73";"204";"187";"160";"247";"497";"525";"243";"319";"238";"351";"394";"350";"232";"279"
;;"2";"Jansen, F.J.H.";"322";"3";"45";"27";"16";"8";"3";"15";"2";"32";"5";"1";"14";"11";"0";"3";"5";"10";"13";"6";"7";"8";"0";"1";"10";"7";"2";"5";"11";"4";"5";"8";"2";"7";"10";"6";"5";"5"
;;"3";"van Meijeren, G.F.C.";"4209";"76";"411";"394";"178";"48";"45";"217";"42";"295";"70";"64";"77";"143";"30";"53";"114";"118";"82";"62";"95";"116";"4";"26";"78";"69";"35";"133";"108";"160";"87";"121";"84";"98";"104";"144";"97";"131"
;;"4";"van Houwelingen, P.";"487";"2";"46";"56";"29";"6";"4";"18";"3";"29";"6";"33";"12";"16";"3";"8";"12";"10";"5";"7";"10";"16";"0";"0";"5";"9";"4";"12";"12";"20";"5";"15";"9";"10";"11";"20";"6";"18"
;;"5";"Dekker, R.J.";"378";"4";"36";"49";"17";"4";"2";"15";"5";"36";"3";"4";"8";"9";"4";"5";"8";"5";"8";"6";"8";"10";"0";"3";"9";"6";"3";"10";"18";"14";"7";"6";"11";"12";"12";"13";"2";"6"
;;"6";"de Vos, L.G.";"202";"2";"21";"21";"4";"2";"4";"7";"2";"18";"2";"6";"8";"8";"1";"5";"4";"6";"1";"5";"3";"7";"0";"0";"3";"3";"1";"4";"2";"11";"4";"3";"4";"0";"8";"10";"4";"8"
;;"7";"Russcher, T.K.";"23";"0";"4";"2";"0";"0";"0";"0";"0";"1";"1";"1";"1";"5";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"3";"1";"1";"0";"0";"0";"0";"0";"0"
;;"8";"Etalle, M.J.S.";"8";"0";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0"
;;"9";"Bakir, A.";"58";"4";"6";"6";"4";"1";"0";"2";"0";"8";"2";"1";"2";"0";"0";"0";"0";"1";"2";"1";"0";"0";"0";"0";"0";"0";"0";"3";"0";"1";"0";"1";"2";"0";"3";"6";"2";"0"
;;"10";"Dessing, J.";"10";"0";"1";"0";"0";"0";"0";"1";"1";"2";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Vastenhouw, J.";"14";"0";"2";"2";"1";"0";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"1";"0"
;;"12";"Al Biyati, I.";"21";"0";"3";"4";"2";"0";"0";"0";"0";"4";"0";"0";"0";"3";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"13";"de Knegt, R.E.R.";"16";"0";"1";"1";"0";"0";"2";"0";"1";"1";"2";"0";"0";"1";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Verstegen, P.J.T.";"5";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"van Schijndel, A.H.J.W.";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Antolini, B.M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"17";"Bos, M.";"7";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1"
;;"18";"Koopman, P.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"van Asch, R.W.G.T.";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"van den Boomgaard, M.R.";"17";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"2";"2";"0";"0";"0"
;;"21";"van Iperen, A.";"12";"0";"2";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"1";"1";"0";"0";"1"
;;"22";"IJspeerd, N.";"46";"0";"16";"1";"0";"0";"1";"0";"0";"0";"0";"10";"1";"0";"2";"4";"0";"0";"0";"1";"0";"1";"0";"0";"2";"0";"0";"0";"0";"1";"4";"1";"0";"0";"0";"1";"0";"0"
;;"23";"Claassen, C.A.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"24";"van Manen, C.E.J.";"39";"0";"1";"0";"3";"0";"0";"0";"0";"2";"0";"0";"3";"7";"0";"0";"0";"20";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"Korpel, D.";"29";"0";"1";"0";"2";"0";"0";"0";"0";"21";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"van Meijeren, L.";"83";"2";"3";"4";"1";"0";"4";"23";"1";"1";"0";"0";"3";"0";"0";"0";"3";"1";"1";"0";"1";"3";"0";"1";"0";"0";"0";"3";"1";"2";"0";"8";"4";"0";"1";"4";"1";"7"
;;"27";"de Lange, A.K.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"28";"Hadderingh, B.S.T.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Wittebrood, J.C.";"5";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"30";"Bilgin, T.";"10";"0";"3";"0";"0";"0";"2";"0";"2";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Luurssen, G.A.A.";"55";"1";"0";"28";"0";"0";"0";"4";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"2";"0";"6";"1";"0";"0";"0";"3";"0";"0";"1";"1"
;;"32";"Minkels, J.D.";"7";"0";"1";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"33";"Heller, T.H.G.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Postuma, J.V.";"23";"0";"1";"1";"0";"1";"0";"0";"0";"2";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"2";"0";"4";"0";"2";"1"
;;"35";"Vos, A.V.B.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"36";"Hartman, M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Panis, T.";"4";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"van der Voort, J.A.";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Nijman, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"Wijngaard, M.M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"41";"van Rij, S.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"42";"van Run, E.R.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"43";"van de Breevaart, J.O.";"62";"0";"7";"0";"6";"9";"0";"0";"0";"6";"0";"0";"0";"0";"2";"0";"0";"2";"20";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"1";"0";"0";"0";"0";"6";"0";"0"
;;"44";"Schaap, D.V.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"45";"de Graaff, M.J.R.L.";"5";"1";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"46";"Zwitser, T.";"27";"0";"4";"2";"4";"0";"1";"1";"0";"1";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"2";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"2";"0"
;;"47";"van den Oetelaar, J.C.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"48";"Kerseboom, S.";"38";"0";"4";"5";"3";"2";"0";"0";"1";"4";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"2";"1";"0";"2";"1";"1";"2";"0";"0";"0";"1";"1";"1";"3"
;;"49";"Cliteur, P.B.";"29";"0";"3";"3";"3";"0";"1";"1";"0";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2";"0";"2";"0";"3";"0";"0";"0";"2";"1";"0";"0";"2";"0"
"8";"Partij voor de Dieren";;;"20058";"213";"2156";"3751";"318";"269";"148";"575";"232";"1389";"125";"375";"328";"517";"144";"174";"561";"350";"95";"176";"774";"872";"37";"44";"271";"1178";"178";"221";"464";"1298";"159";"323";"207";"451";"543";"395";"440";"307"
;;"1";"Ouwehand, E.";"14807";"167";"1600";"2477";"247";"222";"118";"428";"177";"1031";"105";"312";"258";"392";"109";"124";"434";"269";"80";"136";"594";"654";"27";"33";"214";"673";"128";"178";"374";"979";"127";"261";"181";"344";"414";"304";"368";"268"
;;"2";"Kostić, I.";"1154";"10";"129";"298";"11";"7";"2";"23";"2";"87";"2";"12";"18";"27";"6";"9";"30";"23";"0";"10";"43";"51";"4";"6";"15";"123";"4";"8";"20";"69";"6";"13";"7";"15";"19";"19";"16";"10"
;;"3";"Teunissen, C.";"610";"11";"78";"116";"7";"5";"8";"22";"6";"37";"5";"10";"10";"16";"5";"10";"10";"7";"2";"7";"27";"33";"3";"0";"10";"39";"9";"1";"11";"37";"4";"9";"6";"14";"12";"11";"9";"3"
;;"4";"Wassenberg, F.P.";"231";"4";"25";"35";"3";"3";"4";"10";"3";"14";"1";"4";"5";"4";"0";"5";"9";"3";"0";"4";"5";"11";"0";"0";"5";"17";"3";"5";"10";"14";"5";"1";"1";"1";"7";"5";"4";"1"
;;"5";"Akerboom, E.S.";"618";"4";"61";"146";"8";"4";"4";"13";"8";"43";"2";"5";"10";"15";"4";"2";"19";"7";"2";"6";"24";"23";"0";"1";"6";"61";"9";"7";"10";"37";"5";"9";"5";"25";"15";"10";"4";"4"
;;"6";"van Raan, L.";"133";"1";"18";"15";"2";"4";"0";"1";"1";"14";"0";"5";"1";"4";"0";"1";"5";"2";"1";"1";"8";"5";"0";"0";"2";"10";"0";"0";"4";"12";"5";"2";"0";"2";"2";"1";"3";"1"
;;"7";"van Schaik, M.";"266";"2";"35";"62";"4";"2";"1";"7";"3";"29";"1";"2";"3";"11";"0";"5";"6";"8";"1";"0";"4";"5";"1";"0";"1";"30";"0";"1";"7";"9";"0";"1";"0";"3";"6";"8";"6";"2"
;;"8";"Krijger, A.L.";"553";"5";"51";"166";"13";"3";"4";"13";"8";"31";"2";"3";"1";"7";"6";"1";"14";"7";"1";"3";"10";"15";"0";"1";"5";"68";"7";"7";"7";"41";"2";"8";"4";"6";"13";"8";"7";"5"
;;"9";"Plusquin, P.S.M.L.";"82";"0";"5";"22";"2";"0";"0";"2";"2";"2";"0";"1";"0";"0";"0";"0";"2";"1";"0";"0";"6";"5";"0";"0";"1";"11";"0";"1";"0";"7";"1";"2";"0";"0";"3";"4";"2";"0"
;;"10";"Groenewege, P.J.L.";"32";"1";"4";"4";"1";"1";"0";"1";"0";"1";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"2";"1";"0";"0";"0";"4";"1";"0";"0";"2";"0";"1";"0";"1";"1";"0";"1";"2"
;;"11";"van Heuven, M.";"28";"0";"3";"5";"1";"0";"0";"0";"0";"1";"0";"0";"0";"3";"0";"0";"1";"3";"0";"2";"1";"2";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0"
;;"12";"van Hassel, F.";"274";"0";"21";"28";"2";"5";"2";"5";"4";"48";"0";"1";"1";"2";"1";"0";"5";"3";"0";"3";"25";"14";"0";"0";"0";"77";"2";"1";"2";"9";"0";"0";"1";"2";"7";"1";"1";"1"
;;"13";"Bunnik, R.J.";"108";"0";"12";"35";"1";"2";"0";"3";"0";"5";"0";"1";"0";"8";"0";"0";"1";"0";"0";"1";"3";"4";"0";"0";"1";"7";"1";"2";"1";"10";"0";"1";"0";"3";"1";"2";"1";"2"
;;"14";"Schmeets, H.H.J.";"21";"0";"0";"5";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"4";"0";"0";"0";"3";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0"
;;"15";"Pınar, K.";"63";"2";"5";"23";"1";"2";"0";"2";"1";"0";"0";"0";"1";"3";"1";"0";"1";"1";"0";"0";"0";"2";"0";"0";"1";"5";"1";"0";"1";"4";"0";"1";"0";"4";"0";"1";"0";"0"
;;"16";"Jones, M.G.";"29";"0";"4";"8";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"2";"2";"0";"0";"0";"3";"0";"0";"0";"1";"0";"0";"0";"1";"1";"2";"0";"0"
;;"17";"Bosma, J.";"97";"1";"9";"27";"1";"1";"1";"2";"3";"5";"1";"2";"2";"2";"0";"2";"4";"2";"1";"0";"1";"3";"0";"0";"0";"6";"0";"0";"1";"8";"1";"2";"0";"1";"2";"3";"2";"1"
;;"18";"Barker, R.N.";"5";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"van Wijlandt, K.";"9";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"1";"0"
;;"20";"Batteau, J.M.";"38";"0";"7";"3";"6";"0";"0";"1";"0";"6";"0";"0";"2";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"3";"0";"0";"0";"1";"1";"1";"0";"0"
;;"21";"Hollebeek, J.P.";"4";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
