"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Tilburg"
"Nummer";;"HSB17"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Baarle-Nassau";"Bergen op Zoom";"Breda";"Dongen";"Etten-Leur";"Geertruidenberg";"Gilze en Rijen";"Goirle";"Hilvarenbeek";"Loon op Zand";"Oisterwijk";"Oosterhout";"Rucphen";"Steenbergen";"Tilburg";"Waalwijk";"Woensdrecht";"Zundert";"Halderberge";"Roosendaal";"Moerdijk";"Drimmelen";"Alphen-Chaam";"Altena"
;;"1";"Omtzigt, P.H.";"75526";"472";"4401";"10797";"1919";"3226";"1542";"1908";"1926";"1483";"1814";"2631";"3912";"1311";"1750";"12242";"3551";"1539";"1647";"2213";"5087";"2884";"2116";"764";"4391"
;;"2";"van Vroonhoven-Kok, J.N.";"2438";"10";"116";"477";"66";"101";"45";"54";"75";"48";"61";"73";"131";"49";"44";"439";"86";"36";"43";"58";"136";"84";"54";"18";"134"
;;"3";"Uitermark, J.J.M.";"553";"3";"34";"110";"9";"30";"19";"13";"17";"15";"10";"19";"28";"9";"15";"97";"17";"7";"8";"11";"31";"14";"8";"6";"23"
;;"4";"Veldkamp, C.C.J.";"161";"0";"10";"34";"5";"15";"0";"1";"0";"2";"1";"6";"7";"0";"2";"33";"3";"6";"3";"4";"12";"6";"3";"1";"7"
;;"5";"Palmen-Schlangen, S.T.P.H.";"411";"0";"30";"85";"10";"14";"6";"8";"19";"7";"13";"9";"23";"6";"9";"77";"11";"2";"5";"11";"27";"11";"7";"3";"18"
;;"6";"van Hijum, Y.J.";"47";"0";"1";"4";"1";"2";"1";"2";"3";"1";"1";"5";"1";"0";"1";"9";"4";"0";"4";"0";"2";"1";"1";"0";"3"
;;"7";"Soepboer, A.J.";"165";"1";"7";"29";"4";"3";"6";"2";"6";"2";"4";"3";"5";"0";"5";"45";"8";"0";"1";"4";"13";"5";"3";"4";"5"
;;"8";"Joseph, A.S.";"124";"2";"4";"24";"5";"3";"1";"1";"4";"1";"4";"10";"3";"5";"2";"27";"4";"3";"3";"4";"4";"1";"2";"3";"4"
;;"9";"Six Dijkstra, J.P.S.";"74";"4";"0";"15";"1";"2";"1";"1";"0";"0";"0";"0";"4";"0";"2";"25";"2";"2";"1";"1";"6";"0";"1";"0";"6"
;;"10";"Welzijn, R.M.";"165";"0";"9";"38";"0";"5";"0";"2";"3";"5";"3";"0";"7";"3";"5";"39";"3";"0";"3";"4";"17";"9";"4";"0";"6"
;;"11";"Postma, W.L.";"55";"0";"3";"10";"4";"6";"0";"3";"1";"1";"0";"1";"2";"1";"0";"17";"0";"1";"0";"0";"2";"2";"0";"0";"1"
;;"12";"Zeedijk-Raeven, F.A.";"829";"2";"19";"134";"21";"32";"16";"32";"24";"30";"28";"45";"38";"8";"9";"216";"40";"3";"11";"25";"52";"10";"14";"8";"12"
;;"13";"Idsinga, F.L.";"17";"0";"2";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"1";"1";"0";"0";"0"
;;"14";"Jansen, D.E.M.C.";"43";"0";"0";"11";"0";"3";"1";"1";"0";"2";"0";"1";"1";"0";"0";"12";"2";"0";"1";"0";"4";"0";"1";"1";"2"
;;"15";"van Oostenbruggen, T.";"17";"0";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"8"
;;"16";"Kahraman, I.";"44";"0";"6";"5";"1";"1";"0";"0";"0";"1";"1";"0";"2";"0";"0";"17";"3";"0";"0";"1";"5";"0";"1";"0";"0"
;;"17";"Hertzberger, R.Y.";"210";"0";"7";"53";"3";"8";"3";"7";"8";"2";"4";"6";"5";"1";"3";"26";"9";"3";"2";"9";"17";"15";"5";"3";"11"
;;"18";"Bruyning, F.H.";"85";"0";"3";"21";"0";"6";"2";"3";"2";"2";"0";"0";"7";"1";"1";"18";"5";"0";"0";"2";"3";"3";"0";"0";"6"
;;"19";"van Dijk, O.C.";"18";"0";"0";"2";"1";"0";"0";"2";"2";"0";"0";"0";"1";"0";"0";"3";"1";"0";"0";"1";"1";"0";"1";"1";"2"
;;"20";"Holman, H.";"16";"0";"0";"4";"0";"0";"0";"0";"1";"2";"1";"0";"0";"0";"0";"3";"1";"0";"0";"0";"1";"3";"0";"0";"0"
;;"21";"Boomsma, D.T.";"27";"1";"1";"5";"2";"0";"1";"0";"0";"2";"0";"0";"1";"0";"0";"9";"0";"1";"0";"0";"2";"0";"0";"1";"1"
;;"22";"Heite, A.";"66";"0";"2";"22";"0";"3";"0";"0";"0";"2";"1";"2";"5";"1";"0";"18";"2";"1";"1";"0";"4";"1";"0";"0";"1"
;;"23";"Saris, I.G.";"55";"0";"0";"16";"1";"3";"1";"1";"2";"0";"2";"2";"3";"1";"1";"13";"2";"1";"0";"1";"3";"0";"1";"0";"1"
;;"24";"Wingelaar, N.T.P.";"38";"0";"3";"6";"1";"1";"2";"0";"1";"0";"0";"1";"3";"0";"2";"11";"0";"0";"0";"4";"1";"0";"0";"0";"2"
;;"25";"Koops, W.J.";"5";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Achahbar, N.";"67";"0";"5";"21";"4";"2";"0";"0";"1";"0";"0";"1";"4";"0";"1";"14";"0";"1";"1";"0";"4";"2";"1";"0";"5"
;;"27";"van Waveren, A.";"8";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"1"
;;"28";"de Korte-Verhoef, M.C.";"24";"1";"0";"4";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"5";"0";"0";"0";"1";"3";"0";"0";"0";"4"
;;"29";"Boelhouwer, N.P.";"30";"0";"2";"5";"0";"0";"0";"1";"1";"2";"0";"2";"0";"0";"2";"3";"1";"1";"1";"2";"2";"0";"0";"1";"4"
;;"30";"Schouten, M.A.C.";"7";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2";"0";"0";"0";"1"
;;"31";"Kouwenhoven, A.J.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Verouden, V.C.H.M.";"14";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"4";"0";"1";"0";"1";"0";"1";"0";"0";"0"
;;"33";"Heine, J.A.H.";"5";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
;;"34";"Pouwelse, S.F.W.";"18";"0";"4";"6";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"2";"0";"2";"0";"0"
;;"35";"de Leeuw-Jongejans, M.M.";"113";"0";"4";"19";"0";"1";"5";"5";"6";"5";"3";"3";"6";"2";"2";"32";"6";"0";"1";"1";"6";"3";"2";"0";"1"
;;"36";"Hartog, I.C.";"22";"0";"3";"4";"0";"0";"1";"1";"0";"0";"0";"0";"2";"0";"1";"5";"0";"0";"0";"0";"4";"0";"0";"0";"1"
;;"37";"van Bruchem, R.H.J.";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"2";"0";"0";"1";"1";"0";"1";"0";"2"
;;"38";"van de Ven, M.A.A.";"8";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0"
;;"39";"de Neijs, E.D.E.";"42";"0";"2";"9";"0";"0";"0";"1";"0";"1";"2";"1";"4";"0";"0";"12";"2";"0";"0";"0";"2";"2";"1";"0";"3"
;;"40";"Hassoo, W.";"37";"0";"1";"2";"0";"2";"5";"2";"0";"1";"0";"0";"0";"0";"1";"5";"2";"0";"1";"5";"4";"5";"0";"1";"0"
;;"41";"Graafland-van Duijn, M.A.";"35";"0";"4";"8";"0";"2";"1";"3";"0";"0";"1";"0";"1";"1";"0";"3";"1";"0";"2";"0";"3";"1";"2";"1";"1"
;;"42";"den Hartogh, A.";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0"
;;"43";"Wessels, R.";"5";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"44";"Geleijnse, S.";"40";"0";"1";"12";"1";"2";"0";"1";"0";"0";"3";"0";"1";"0";"1";"3";"3";"1";"0";"0";"6";"1";"1";"1";"2"
"20";"Splinter";;;"859";"5";"48";"159";"32";"46";"18";"19";"13";"16";"22";"20";"45";"11";"15";"167";"34";"7";"15";"23";"49";"46";"22";"4";"23"
;;"1";"van Kooten-Arissen, F.M.";"672";"4";"35";"127";"24";"37";"15";"14";"9";"12";"20";"18";"31";"9";"11";"129";"26";"4";"14";"21";"39";"37";"16";"2";"18"
;;"2";"Ipenburg, N.";"75";"0";"9";"10";"5";"1";"1";"4";"0";"1";"2";"2";"4";"0";"4";"15";"3";"1";"0";"1";"3";"4";"2";"0";"3"
;;"3";"Bogers, T.J.";"9";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"2";"0";"0";"0";"1";"0";"1";"0";"0";"1"
;;"4";"Vos, J.";"6";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"5";"Jansma, D.M.";"5";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0"
;;"6";"Mu'ayyed Mir-Damádi, N.";"4";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"7";"Rasenberg, N.E.";"23";"0";"1";"6";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"7";"2";"1";"0";"0";"0";"0";"1";"1";"1"
;;"8";"Janssen, P.G.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"9";"van der Weide, Y.";"10";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"1";"1";"0";"0";"0";"2";"0";"1";"0"
;;"10";"Wehnes, E.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"de Backer, R.E.";"4";"1";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Hoedeman, A.D.J.";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0"
;;"13";"Rechards, B.P.";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Weyers, J.A.W.P.";"13";"0";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"6";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"15";"van Dam, G.A.J.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"16";"Abrahams, J.M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Kuin, D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Gerritsen, M.C.G.";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"19";"Leijendekkers, L.S.";"5";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0"
;;"20";"de Ruiter, T.K.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Pijnenburg, G.A.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Schot, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Ezendam, N.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Peeters, L.M.";"6";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"25";"de Groot, D.S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"van den Heuvel-Łuczycki, M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"27";"Bruijstens, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Keizer, M.B.";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Gol, T.M.L.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"de Koning, T.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Keyser, I.";"10";"0";"0";"2";"1";"2";"0";"0";"0";"1";"0";"0";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"21";"LP (Libertaire Partij)";;;"240";"1";"14";"52";"3";"16";"4";"3";"7";"2";"3";"5";"9";"2";"6";"49";"8";"3";"7";"3";"15";"5";"15";"0";"8"
;;"1";"van Lamoen, T.J.";"173";"1";"8";"36";"1";"8";"4";"2";"6";"1";"3";"5";"9";"2";"5";"32";"7";"3";"7";"3";"8";"3";"12";"0";"7"
;;"2";"Burggraaf, B.W.";"12";"0";"1";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"2";"0";"1";"0";"0"
;;"3";"Verhagen, P.H.";"5";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0"
;;"4";"Zijlstra, J.";"3";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"5";"Meijer, T.D.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"6";"Huijs, T.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"7";"Pailer, S.";"13";"0";"2";"3";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"1";"0";"1"
;;"8";"Loman, W.P.J.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"9";"van den Brink, G.D.";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"10";"Backhuijs, W.Q.";"4";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Koopmans, S.F.P.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Wassenaar, K.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Noortman, M.";"4";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Visser, P.R.";"7";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0"
;;"15";"Mens, R.W.";"4";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"16";"Brokke, M.A.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"17";"Kleinsmit, H.T.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Hartkamp, P.L.";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Vermeulen, E.";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"22";"LEF - Voor de Nieuwe Generatie";;;"305";"2";"11";"68";"4";"15";"2";"10";"3";"1";"7";"10";"13";"5";"7";"73";"14";"5";"6";"6";"18";"4";"9";"0";"12"
;;"1";"van Duijn, D.C.";"121";"1";"9";"23";"1";"6";"0";"3";"3";"1";"2";"4";"7";"3";"2";"22";"7";"3";"4";"4";"11";"2";"2";"0";"1"
;;"2";"Zantman, N.M.";"85";"0";"0";"27";"0";"4";"1";"2";"0";"0";"2";"3";"4";"1";"2";"26";"2";"1";"0";"1";"3";"0";"2";"0";"4"
;;"3";"Neijts, Z.V.";"33";"0";"0";"7";"1";"2";"0";"2";"0";"0";"0";"2";"0";"0";"2";"10";"2";"0";"0";"0";"0";"2";"0";"0";"3"
;;"4";"Wijnker, M.I.";"14";"1";"0";"1";"1";"1";"1";"0";"0";"0";"3";"0";"1";"0";"0";"3";"0";"1";"0";"0";"0";"0";"0";"0";"1"
;;"5";"Bloem, J.F.";"8";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"3";"0";"0"
;;"6";"van Westerlaak, R.M.G.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"7";"van Diest, Y.A.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"1";"0";"0";"0";"0";"0";"0"
;;"8";"Kherrazi, W.";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"9";"Pont, I.";"4";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"10";"Torres Noordenbos, D.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Gunning, M.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Berends, M.C.";"5";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0"
;;"13";"Pickkers, L.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"14";"Sjiem-Fat, S.D.";"6";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1"
;;"15";"Hulst, P.W.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Bijl, L.";"4";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0"
;;"17";"Twaalfhoven, M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Melis, E.M.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"19";"van Die, B.L.Y.";"3";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"van Rooij, M.H.M.";"5";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"23";"Samen voor Nederland";;;"306";"0";"17";"51";"6";"9";"8";"10";"11";"5";"10";"9";"10";"2";"3";"59";"11";"4";"4";"11";"23";"8";"19";"3";"13"
;;"1";"Reijinga, M.";"174";"0";"10";"31";"4";"5";"5";"8";"6";"3";"6";"5";"4";"1";"1";"32";"8";"3";"2";"6";"10";"3";"12";"1";"8"
;;"2";"You-ala, S.";"34";"0";"3";"6";"0";"1";"1";"1";"1";"0";"2";"2";"1";"0";"0";"5";"1";"0";"0";"1";"2";"2";"3";"1";"1"
;;"3";"ten Seldam, W.";"6";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"1";"0";"0";"0"
;;"4";"Olde Kalter, D.H.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"5";"Verspeek, M.R.";"6";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"6";"Huzen, J.";"7";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"1";"0";"0";"0";"0";"1"
;;"7";"Buijs, L.J.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"8";"Vaneker, N.C.";"16";"0";"2";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"6";"0";"0";"0";"0";"3";"0";"1";"0";"0"
;;"9";"Kuiper, T.R.M.";"3";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"10";"Berndsen, V.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Bosman, M.";"6";"0";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0"
;;"12";"van den Berg, D.";"6";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"13";"Dekker, C.J.";"3";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"14";"Seijffert-Wubbels, J.M.";"4";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Korving, R.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Wagt, B.";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"van der Pluijm, D.L.L.";"6";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"18";"Verspeek, M.";"3";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Ebbers, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Timmer, B.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"21";"Ijben, M.W.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0"
;;"22";"Bink, S.";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0"
;;"23";"Roebersen, F.J.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1"
;;"24";"Ottenhoff, R.S.A.";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0"
;;"25";"Honders, A.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"26";"Huijing, A.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Heesterman, E.";"5";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"28";"Zwijnenburg, E.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
