"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Leiden"
"Nummer";;"HSB15"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Alphen aan den Rijn";"Capelle aan den IJssel";"Gouda";"Hillegom";"Katwijk";"Krimpen aan den IJssel";"Leiden";"Leiderdorp";"Lisse";"Nieuwkoop";"Noordwijk";"Oegstgeest";"Voorschoten";"Waddinxveen";"Wassenaar";"Zoetermeer";"Zoeterwoude";"Teylingen";"Lansingerland";"Kaag en Braassem";"Zuidplas";"Bodegraven-Reeuwijk";"Leidschendam-Voorburg";"Pijnacker-Nootdorp";"Krimpenerwaard"
;;"45";"Koyuncu, S.";"10";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"46";"Achbar, F.";"113";"8";"8";"26";"0";"4";"7";"11";"2";"1";"0";"0";"0";"2";"7";"1";"10";"0";"0";"3";"0";"3";"2";"8";"6";"4"
"14";"50PLUS";;;"3833";"401";"224";"197";"110";"171";"88";"212";"75";"126";"120";"141";"50";"61";"87";"55";"465";"19";"124";"193";"126";"121";"82";"202";"197";"186"
;;"1";"van Hooft, G.O.P.C.";"2398";"226";"146";"125";"69";"124";"59";"135";"46";"69";"67";"87";"24";"44";"54";"35";"279";"12";"72";"119";"84";"76";"51";"142";"122";"131"
;;"2";"van Rooij, M.G.J.H.";"123";"13";"5";"5";"3";"4";"3";"8";"3";"7";"7";"5";"2";"5";"3";"3";"15";"1";"0";"6";"9";"3";"0";"2";"5";"6"
;;"3";"Brouwers, J.F.X.M.";"79";"5";"9";"3";"1";"2";"5";"3";"1";"2";"4";"2";"0";"0";"2";"0";"17";"0";"2";"2";"1";"3";"2";"1";"5";"7"
;;"4";"Hoek, W.M.M.";"758";"105";"36";"38";"16";"27";"17";"43";"14";"24";"22";"36";"15";"5";"22";"9";"89";"3";"30";"49";"21";"25";"18";"27";"42";"25"
;;"5";"van Acquoij, R.H.";"16";"4";"2";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0"
;;"6";"Hernández Martínez, A.";"183";"18";"14";"9";"7";"7";"1";"8";"6";"5";"9";"5";"5";"2";"3";"3";"30";"1";"5";"6";"3";"5";"3";"14";"12";"2"
;;"7";"Fonhof, G.J.";"17";"0";"1";"1";"1";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"7";"0";"0";"1";"0";"0";"0";"1";"0";"2"
;;"8";"van Tilborg, H.C.A.M.";"23";"2";"0";"2";"1";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"2";"2";"1";"1";"0";"0";"0";"6";"3";"0"
;;"9";"van Orsouw, J.H.T.";"9";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0"
;;"10";"Faassen, A.G.";"54";"6";"1";"0";"9";"4";"0";"0";"1";"10";"2";"3";"2";"0";"1";"0";"2";"0";"7";"0";"1";"1";"1";"2";"0";"1"
;;"11";"Hessing, J.C.";"12";"0";"0";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"0";"1";"1";"0";"2";"0";"0";"1";"0"
;;"12";"Jablonski, J.";"6";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"1";"0"
;;"13";"Bongers, J.W.M.";"11";"1";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"1";"1";"0";"2"
;;"14";"Franse, A.H.";"7";"0";"0";"0";"0";"1";"2";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"15";"van Loon, J.C.A.";"13";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"4";"0";"0";"1";"1";"0";"1";"0";"0";"1"
;;"16";"de Kruif, F.N.J.";"10";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"1";"0"
;;"17";"van Es, J.W.";"33";"7";"0";"3";"0";"0";"0";"6";"0";"1";"1";"1";"0";"1";"0";"1";"4";"0";"1";"1";"4";"0";"0";"1";"0";"1"
;;"18";"Biever, R.M.";"14";"1";"0";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"2";"0";"2";"2"
;;"19";"Hamersma, K.";"5";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"1"
;;"20";"Hornis, M.P.";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0"
;;"21";"van Aert, J.L.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Vriens, M.F.L.";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"23";"Voets, J.J.M.";"11";"1";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3"
;;"24";"Hendriks, J.";"45";"3";"5";"2";"1";"0";"1";"3";"1";"1";"4";"0";"0";"3";"0";"1";"6";"0";"3";"1";"1";"3";"2";"1";"2";"1"
"15";"BBB";;;"24110";"2734";"627";"805";"462";"1442";"371";"976";"397";"523";"1513";"1085";"227";"355";"622";"376";"1765";"447";"831";"1066";"1294";"891";"1255";"1025";"1060";"1961"
;;"1";"van der Plas, C.A.M.";"19390";"2205";"515";"683";"345";"1207";"313";"737";"306";"407";"1130";"856";"170";"289";"484";"292";"1391";"372";"692";"860";"997";"757";"1050";"809";"848";"1675"
;;"2";"Keijzer, M.C.G.";"2430";"249";"66";"64";"46";"151";"31";"109";"46";"71";"139";"149";"36";"37";"68";"46";"200";"36";"81";"112";"133";"80";"117";"99";"117";"147"
;;"3";"Tuinman, G.P.";"399";"40";"15";"17";"6";"18";"6";"14";"8";"7";"18";"20";"4";"2";"14";"13";"34";"6";"9";"20";"18";"16";"10";"15";"32";"37"
;;"4";"Vermeer, H.";"80";"8";"1";"1";"2";"7";"2";"2";"3";"1";"2";"1";"0";"1";"1";"4";"5";"3";"1";"6";"4";"2";"7";"3";"4";"9"
;;"5";"Helder, L.M.J.S.";"131";"14";"3";"7";"6";"6";"2";"9";"3";"4";"6";"5";"1";"3";"6";"1";"9";"0";"3";"7";"3";"8";"10";"4";"7";"4"
;;"6";"Pierik, C.R.";"52";"9";"0";"0";"0";"2";"0";"0";"0";"3";"2";"3";"1";"0";"1";"0";"3";"1";"2";"1";"4";"2";"5";"4";"3";"6"
;;"7";"van Zanten, C.R.";"138";"20";"7";"7";"4";"3";"3";"8";"1";"2";"10";"3";"3";"4";"4";"3";"10";"3";"3";"6";"8";"1";"3";"5";"5";"12"
;;"8";"Rummenie, J.F.";"55";"4";"1";"2";"0";"3";"1";"1";"1";"1";"1";"1";"0";"0";"2";"4";"10";"0";"0";"6";"0";"3";"3";"7";"3";"1"
;;"9";"Pouw-Verweij, N.J.F.";"181";"24";"6";"5";"1";"7";"2";"16";"9";"1";"1";"6";"1";"0";"7";"6";"16";"2";"8";"8";"8";"6";"9";"13";"3";"16"
;;"10";"Rikkers-Oosterkamp, M.G.F.";"25";"4";"0";"0";"1";"2";"0";"0";"0";"1";"2";"0";"1";"0";"1";"0";"0";"0";"0";"3";"1";"1";"2";"0";"1";"5"
;;"11";"Wijen-Nass, M.J.M.H.";"32";"2";"0";"1";"1";"1";"0";"3";"0";"0";"1";"0";"1";"0";"2";"0";"4";"0";"1";"0";"5";"1";"1";"1";"1";"6"
;;"12";"Oostenbrink, M.";"68";"2";"0";"0";"0";"2";"0";"1";"1";"0";"1";"2";"0";"2";"4";"0";"10";"1";"0";"3";"1";"0";"0";"35";"3";"0"
;;"13";"Rekers, J.D.";"7";"0";"0";"2";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"14";"Hendriks, A.J.";"131";"9";"0";"2";"1";"10";"0";"33";"9";"4";"1";"2";"2";"8";"4";"0";"4";"5";"11";"1";"7";"0";"7";"3";"7";"1"
;;"15";"Govaert, C.A.H.M.";"34";"3";"0";"0";"0";"2";"2";"3";"1";"1";"0";"1";"1";"0";"2";"1";"3";"1";"0";"2";"2";"3";"1";"1";"2";"2"
;;"16";"van Vliet, L.R.";"12";"1";"2";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0"
;;"17";"Hemmen, H.M.";"9";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0"
;;"18";"van Vuuren, C.H.";"26";"3";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"3";"1";"0";"5";"3";"0";"2";"5";"1";"0"
;;"19";"van der Meer, S.";"42";"5";"1";"4";"0";"1";"1";"2";"0";"0";"4";"0";"0";"0";"1";"0";"7";"1";"1";"4";"0";"1";"1";"3";"4";"1"
;;"20";"Stoop, C.J.";"15";"4";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"2";"0";"0";"1";"0";"1";"0";"0";"2";"0"
;;"21";"van Veen, A.";"18";"5";"1";"1";"1";"4";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2"
;;"22";"van Lissum, J.T.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Stegink, T.W.";"7";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Huiskamp, F.M.";"7";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"0"
;;"25";"Eppink, D.J.";"44";"0";"2";"0";"1";"0";"2";"2";"0";"0";"2";"4";"0";"0";"2";"2";"8";"1";"4";"2";"2";"0";"0";"9";"1";"0"
;;"26";"Hankers, H.F.";"8";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"3"
;;"27";"Berghout, N.C.G.";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1"
;;"28";"Roubos, G.L.";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"29";"Evers, G.J.A.";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"2"
;;"30";"Sijbolts, M.A.";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Poppe, W.P.";"6";"2";"0";"1";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Swaag, J.H.";"10";"2";"0";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0"
;;"33";"Waalkens, D.E.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"34";"de Ridder, R.J.G.";"274";"61";"2";"2";"0";"1";"1";"0";"1";"0";"150";"1";"1";"0";"4";"0";"1";"1";"1";"3";"17";"5";"15";"0";"0";"7"
;;"35";"Jaspers, W.C.P.H.";"21";"1";"0";"0";"0";"1";"0";"0";"0";"0";"15";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"0";"0";"0";"0";"0"
;;"36";"Floors, G.W.C.";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"37";"Luitwieler-Bosma, J.M.";"13";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"3";"2";"0";"0";"0";"0";"0";"1";"1";"0"
;;"38";"Rood, I.";"10";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0";"1";"1";"1";"0"
;;"39";"van Noort, M.";"8";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"40";"Cromwijk, J.";"25";"6";"0";"1";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"6";"0";"0";"4"
;;"41";"van Wijk, J.W.";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"3"
;;"42";"Bos-Zandstra, K.J.";"11";"6";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2"
;;"43";"Egelmeers, P.C.J.M.";"6";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1"
;;"44";"Baltus, A.W.M.";"5";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"45";"van der Wereld-Verkerk, P.C.";"118";"10";"0";"1";"0";"2";"0";"1";"2";"2";"10";"1";"1";"1";"3";"0";"3";"2";"3";"1";"68";"0";"3";"2";"1";"1"
;;"46";"Schoone, L.";"35";"4";"0";"1";"4";"2";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"6";"1";"2";"4";"0";"0";"0";"2";"4";"2"
;;"47";"Spätgens, J.M.";"5";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1"
;;"48";"Zeedzen, D.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0"
;;"49";"de Haan, A.W.";"100";"2";"1";"1";"30";"3";"1";"2";"0";"14";"3";"18";"1";"1";"1";"0";"2";"0";"7";"3";"4";"0";"0";"1";"0";"5"
;;"50";"Bleijie, F.L.J.";"93";"10";"2";"0";"3";"2";"0";"30";"3";"3";"2";"5";"2";"1";"2";"0";"12";"3";"2";"4";"2";"1";"1";"0";"1";"2"
"16";"BIJ1";;;"2466";"180";"271";"153";"39";"67";"39";"649";"30";"25";"27";"31";"46";"34";"34";"20";"285";"9";"43";"95";"29";"50";"28";"146";"77";"59"
;;"1";"Olf, E.M.";"968";"88";"148";"47";"15";"27";"17";"194";"14";"7";"9";"9";"16";"15";"17";"6";"115";"2";"22";"47";"8";"21";"20";"57";"30";"17"
;;"2";"Mc Cray, L.";"546";"28";"49";"40";"10";"12";"10";"159";"5";"5";"6";"6";"12";"7";"7";"3";"63";"2";"10";"26";"11";"14";"6";"23";"18";"14"
;;"3";"Salmi, L.";"213";"12";"12";"21";"1";"1";"0";"72";"5";"5";"0";"4";"1";"3";"3";"3";"29";"0";"1";"3";"3";"3";"0";"22";"4";"5"
;;"4";"Courtar, G.O.";"73";"3";"11";"3";"0";"1";"0";"20";"0";"1";"1";"4";"2";"1";"0";"1";"10";"0";"0";"1";"1";"1";"0";"2";"6";"4"
;;"5";"de Miranda, E.N.";"58";"3";"9";"5";"0";"0";"0";"11";"0";"1";"1";"2";"3";"0";"0";"0";"8";"1";"2";"3";"1";"0";"0";"6";"1";"1"
;;"6";"Berend, C.E.W.R.";"206";"16";"9";"15";"5";"10";"2";"75";"2";"2";"6";"0";"4";"1";"2";"3";"24";"2";"1";"7";"4";"3";"0";"7";"4";"2"
;;"7";"Luhrs, Y.";"35";"4";"1";"1";"5";"1";"1";"7";"0";"1";"0";"2";"0";"2";"1";"0";"4";"1";"1";"1";"0";"0";"0";"1";"1";"0"
;;"8";"Gal, Y.";"26";"1";"2";"1";"0";"0";"0";"13";"1";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"5";"0";"0"
;;"9";"ten Caat, J.";"7";"0";"1";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1"
;;"10";"Zandee, J.I.N.";"36";"3";"4";"4";"0";"2";"2";"12";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"1";"0";"0";"1";"0";"2";"0";"2"
;;"11";"Bakker, D.L.";"6";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1"
;;"12";"Wienen, R.D.";"52";"2";"3";"6";"2";"2";"0";"13";"1";"0";"1";"1";"1";"0";"0";"0";"2";"0";"0";"1";"0";"1";"0";"8";"3";"5"
;;"13";"Bijleveld, D.";"93";"7";"5";"6";"1";"2";"1";"35";"1";"1";"2";"0";"1";"1";"3";"0";"10";"1";"1";"2";"0";"2";"2";"2";"3";"4"
;;"14";"Vrede, R.I.";"79";"4";"13";"2";"0";"0";"6";"18";"1";"1";"0";"3";"0";"2";"1";"1";"10";"0";"1";"4";"0";"4";"0";"5";"2";"1"
;;"15";"Timmer, R.S.Y.";"68";"8";"4";"2";"0";"6";"0";"17";"0";"1";"1";"0";"4";"1";"0";"3";"6";"0";"3";"0";"1";"0";"0";"4";"5";"2"
"17";"Piratenpartij - De Groenen";;;"594";"72";"44";"40";"14";"27";"11";"80";"14";"6";"10";"18";"4";"11";"12";"10";"67";"7";"19";"24";"11";"11";"15";"19";"27";"21"
;;"1";"van Treuren, M.A.";"320";"41";"17";"24";"10";"14";"8";"41";"11";"3";"7";"8";"2";"4";"6";"7";"41";"4";"10";"14";"8";"6";"6";"9";"10";"9"
;;"2";"Sadloe, S.";"86";"6";"7";"6";"0";"5";"1";"16";"2";"2";"0";"4";"0";"1";"1";"2";"7";"3";"3";"3";"2";"1";"3";"2";"5";"4"
;;"3";"van Zwoll, R.M.E.";"37";"3";"2";"4";"1";"1";"0";"6";"1";"1";"0";"1";"0";"0";"2";"1";"3";"0";"1";"3";"0";"0";"0";"1";"6";"0"
;;"4";"Pontier, M.A.";"19";"2";"0";"0";"0";"0";"0";"6";"0";"0";"1";"0";"2";"0";"0";"0";"4";"0";"0";"0";"0";"0";"1";"2";"0";"1"
;;"5";"Brandsma, W.A.";"5";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"6";"ter Haar, O.H.";"4";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"7";"Zimmerman, H.K.";"9";"1";"3";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
;;"8";"van Rijn, M.P.";"14";"5";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0"
;;"9";"Berendsen, P.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Yadegari, S.";"7";"0";"3";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0"
;;"11";"Pot, A.A.M.";"10";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"0";"0";"0";"0";"0";"1";"1";"2"
;;"12";"Werner, D.R.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"13";"van Deijk, D.D.";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1"
;;"14";"Russchenberg, S.";"12";"0";"1";"0";"1";"5";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Hallegraeff, D.S.";"4";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"16";"Bresser, A.C.";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Abendroth, A.M.";"6";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"18";"Darvish-Zadeh, P.";"4";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0"
;;"19";"Schrama, D.D.";"4";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Werner-Wafelman, L.S.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1"
;;"21";"Plesa, B.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"22";"Bouma, E.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"23";"Bethlehem, C.";"20";"0";"7";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1";"2";"0";"2";"0";"0";"1";"1"
;;"24";"Dekkers, S.A.P.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"van Nes, T.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Linnenbank, A.C.";"6";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Braun, P.W.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Doting, R.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Teders, N.B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Bakkers, T.F.M.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van Gelderen, J.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"baron van Till, J.W.J.";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"van Breemen, W.";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0"
;;"34";"Blaak, M.G.M.H.";"4";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"18";"BVNL / Groep Van Haga";;;"3728";"324";"214";"165";"114";"201";"68";"234";"83";"105";"105";"165";"80";"80";"93";"72";"379";"20";"133";"196";"138";"140";"89";"188";"138";"204"
;;"1";"van Haga, W.R.";"2764";"241";"163";"115";"101";"153";"53";"163";"64";"74";"74";"131";"47";"53";"69";"60";"264";"16";"103";"153";"107";"101";"69";"138";"109";"143"
;;"2";"Krol, H.C.M.";"93";"3";"3";"7";"2";"0";"4";"4";"4";"4";"4";"3";"0";"1";"4";"0";"17";"0";"3";"4";"3";"4";"2";"4";"6";"7"
;;"3";"van Keimpema, J.S.";"275";"28";"14";"16";"3";"14";"5";"16";"7";"9";"18";"10";"1";"9";"7";"2";"27";"1";"6";"11";"17";"10";"5";"9";"7";"23"
;;"4";"Dercksen, R.G.J.";"19";"5";"1";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"4";"0";"0";"0";"1";"1";"1";"0";"1";"2"
;;"5";"Koopmans - van der Veen, W.J.";"43";"2";"4";"2";"0";"4";"0";"5";"0";"0";"2";"2";"1";"0";"3";"0";"1";"0";"3";"3";"0";"2";"1";"1";"2";"5"
;;"6";"van Aalst, R.R.";"4";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"7";"Emons, I.M.A.";"21";"2";"1";"1";"0";"0";"1";"2";"0";"1";"1";"0";"0";"0";"2";"0";"1";"1";"1";"2";"0";"1";"0";"1";"1";"2"
;;"8";"Shahbazi Fishtali, S.";"56";"5";"3";"0";"1";"0";"0";"7";"0";"3";"1";"5";"3";"4";"0";"4";"7";"0";"0";"2";"0";"3";"5";"2";"1";"0"
;;"9";"de Kok, A.";"8";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"0";"2"
;;"10";"van Tellingen, H.P.";"25";"0";"0";"2";"0";"0";"1";"2";"2";"1";"0";"0";"0";"1";"1";"0";"2";"0";"1";"3";"0";"1";"2";"2";"0";"4"
;;"11";"van der Velden, P.";"15";"0";"2";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"3";"0";"2";"0";"0";"1";"2"
