"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Maastricht"
"Nummer";;"HSB19"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Landgraaf";"Beek";"Beesel";"Bergen (L)";"Brunssum";"Gennep";"Heerlen";"Kerkrade";"Maastricht";"Meerssen";"Mook en Middelaar";"Nederweert";"Roermond";"Simpelveld";"Stein";"Vaals";"Venlo";"Venray";"Voerendaal";"Weert";"Valkenburg aan de Geul";"Horst aan de Maas";"Leudal";"Maasgouw";"Roerdalen";"Echt-Susteren";"Gulpen-Wittem";"Sittard-Geleen";"Peel en Maas";"Eijsden-Margraten";"Beekdaelen"
;;"11";"Hessing, J.C.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"1";"0";"0";"0"
;;"12";"Jablonski, J.";"9";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"2";"1";"0";"0"
;;"13";"Bongers, J.W.M.";"14";"0";"0";"1";"1";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"1";"0";"1";"0";"1";"0";"0";"2";"0";"1";"0"
;;"14";"Franse, A.H.";"19";"3";"5";"0";"0";"0";"1";"1";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"0"
;;"15";"van Loon, J.C.A.";"8";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"16";"de Kruif, F.N.J.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"17";"van Es, J.W.";"15";"1";"1";"0";"0";"0";"0";"1";"0";"4";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1"
;;"18";"Biever, R.M.";"5";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0"
;;"19";"Hamersma, K.";"5";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"20";"Hornis, M.P.";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"21";"van Aert, J.L.";"57";"1";"0";"0";"0";"1";"1";"3";"1";"3";"1";"0";"0";"3";"0";"3";"0";"6";"4";"1";"1";"2";"5";"5";"1";"0";"1";"1";"6";"4";"0";"3"
;;"22";"Vriens, M.F.L.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Voets, J.J.M.";"11";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"1";"0";"2";"0";"0";"0"
;;"24";"Hendriks, J.";"110";"4";"0";"2";"2";"4";"1";"12";"5";"10";"4";"0";"1";"2";"0";"5";"0";"12";"4";"0";"4";"2";"7";"4";"2";"2";"4";"0";"6";"5";"2";"4"
"15";"BBB";;;"28862";"609";"323";"385";"715";"456";"603";"946";"577";"1015";"406";"174";"1142";"920";"413";"524";"272";"1439";"2182";"410";"1323";"425";"2134";"2217";"637";"785";"956";"915";"1525";"2294";"991";"1149"
;;"1";"van der Plas, C.A.M.";"20521";"463";"233";"288";"588";"339";"505";"674";"416";"741";"310";"141";"880";"703";"198";"371";"163";"982";"1751";"236";"950";"262";"1596";"1637";"461";"564";"668";"385";"1010";"1686";"571";"749"
;;"2";"Keijzer, M.C.G.";"1991";"33";"16";"24";"47";"29";"44";"76";"35";"83";"25";"18";"69";"60";"28";"30";"16";"106";"141";"31";"99";"31";"147";"164";"52";"50";"59";"33";"124";"179";"52";"90"
;;"3";"Tuinman, G.P.";"328";"7";"2";"4";"10";"9";"3";"14";"5";"11";"3";"4";"5";"13";"2";"11";"0";"13";"27";"11";"20";"18";"22";"13";"8";"9";"5";"9";"14";"13";"10";"33"
;;"4";"Vermeer, H.";"88";"4";"0";"1";"1";"0";"2";"0";"0";"2";"0";"0";"8";"0";"0";"1";"1";"1";"9";"2";"20";"0";"4";"13";"0";"3";"4";"0";"2";"8";"1";"1"
;;"5";"Helder, L.M.J.S.";"2339";"15";"20";"46";"51";"19";"35";"19";"12";"47";"12";"4";"58";"99";"7";"26";"1";"289";"181";"15";"80";"10";"294";"241";"68";"90";"93";"13";"103";"324";"23";"44"
;;"6";"Pierik, C.R.";"56";"0";"0";"0";"1";"0";"1";"2";"6";"2";"0";"0";"3";"2";"0";"0";"0";"2";"7";"0";"4";"1";"9";"4";"0";"0";"3";"0";"2";"3";"4";"0"
;;"7";"van Zanten, C.R.";"42";"1";"1";"2";"0";"0";"2";"8";"1";"1";"1";"1";"3";"1";"0";"0";"0";"2";"2";"0";"3";"0";"0";"2";"2";"2";"1";"0";"1";"1";"1";"3"
;;"8";"Rummenie, J.F.";"11";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"2";"0";"1";"1"
;;"9";"Pouw-Verweij, N.J.F.";"82";"1";"2";"1";"1";"3";"1";"6";"3";"6";"1";"1";"2";"3";"1";"1";"0";"4";"4";"0";"7";"2";"3";"10";"0";"2";"3";"2";"3";"6";"1";"2"
;;"10";"Rikkers-Oosterkamp, M.G.F.";"21";"2";"0";"0";"0";"0";"0";"6";"0";"2";"1";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"1";"0";"1"
;;"11";"Wijen-Nass, M.J.M.H.";"2211";"52";"35";"5";"5";"21";"0";"91";"60";"83";"41";"1";"15";"16";"171";"47";"90";"14";"11";"104";"27";"73";"19";"44";"22";"35";"51";"463";"112";"30";"313";"160"
;;"12";"Oostenbrink, M.";"13";"1";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"3";"0";"1";"0";"1";"0"
;;"13";"Rekers, J.D.";"7";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"14";"Hendriks, A.J.";"17";"1";"0";"4";"0";"0";"0";"0";"1";"3";"0";"0";"1";"1";"0";"0";"0";"0";"3";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Govaert, C.A.H.M.";"39";"1";"3";"2";"1";"2";"0";"0";"1";"1";"0";"0";"3";"0";"0";"1";"0";"2";"2";"1";"2";"1";"9";"0";"0";"1";"1";"0";"1";"2";"0";"2"
;;"16";"van Vliet, L.R.";"5";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0"
;;"17";"Hemmen, H.M.";"30";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"2";"1";"0";"17";"1";"2";"0";"1";"0";"0";"0";"0";"1";"0"
;;"18";"van Vuuren, C.H.";"12";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0"
;;"19";"van der Meer, S.";"22";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"2";"0";"5";"1";"0";"0";"1";"0";"3";"2";"0";"0"
;;"20";"Stoop, C.J.";"10";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"2";"1";"0";"1"
;;"21";"van Veen, A.";"11";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0"
;;"22";"van Lissum, J.T.M.";"6";"1";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1"
;;"23";"Stegink, T.W.";"14";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"1";"0";"1";"1";"1";"0";"3";"0";"0";"1";"0";"0"
;;"24";"Huiskamp, F.M.";"8";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1"
;;"25";"Eppink, D.J.";"15";"0";"0";"0";"2";"0";"1";"0";"1";"2";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"2";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1"
;;"26";"Hankers, H.F.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Berghout, N.C.G.";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Roubos, G.L.";"6";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Evers, G.J.A.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Sijbolts, M.A.";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Poppe, W.P.";"7";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0"
;;"32";"Swaag, J.H.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Waalkens, D.E.";"14";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"3";"0";"3";"2";"0";"0";"0";"0";"3"
;;"34";"de Ridder, R.J.G.";"11";"0";"0";"0";"1";"0";"0";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2";"0";"0";"0"
;;"35";"Jaspers, W.C.P.H.";"91";"0";"2";"2";"0";"0";"1";"1";"0";"0";"0";"0";"38";"0";"0";"0";"0";"3";"10";"0";"9";"0";"8";"8";"0";"0";"0";"0";"0";"9";"0";"0"
;;"36";"Floors, G.W.C.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Luitwieler-Bosma, J.M.";"9";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"0";"0";"0";"0";"0";"0"
;;"38";"Rood, I.";"7";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0"
;;"39";"van Noort, M.";"6";"0";"0";"0";"0";"0";"0";"1";"1";"1";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"Cromwijk, J.";"10";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"3";"0";"0";"0"
;;"41";"van Wijk, J.W.";"5";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"42";"Bos-Zandstra, K.J.";"7";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"2";"0"
;;"43";"Egelmeers, P.C.J.M.";"7";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0"
;;"44";"Baltus, A.W.M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"45";"van der Wereld-Verkerk, P.C.";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"46";"Schoone, L.";"10";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"3";"0";"0";"1"
;;"47";"Spätgens, J.M.";"278";"1";"7";"0";"2";"1";"0";"5";"8";"5";"5";"0";"1";"2";"0";"24";"0";"3";"3";"1";"0";"6";"2";"8";"6";"8";"41";"2";"122";"3";"2";"10"
;;"48";"Zeedzen, D.";"107";"14";"0";"1";"0";"27";"0";"20";"15";"3";"1";"0";"0";"0";"0";"0";"0";"2";"1";"0";"2";"0";"0";"1";"0";"0";"2";"2";"3";"0";"2";"11"
;;"49";"Eussen, W.A.G.O.";"79";"6";"2";"0";"0";"1";"0";"8";"2";"1";"0";"0";"0";"0";"0";"7";"1";"1";"0";"3";"0";"3";"1";"0";"1";"2";"5";"0";"3";"0";"1";"31"
;;"50";"Huizing, J.";"289";"2";"0";"1";"0";"1";"3";"3";"6";"6";"2";"0";"43";"7";"2";"1";"0";"4";"6";"4";"91";"1";"3";"49";"10";"9";"7";"0";"5";"20";"1";"2"
"16";"BIJ1";;;"1137";"30";"6";"4";"5";"26";"13";"105";"44";"300";"8";"7";"17";"75";"5";"10";"9";"89";"36";"9";"37";"16";"36";"20";"9";"10";"19";"7";"120";"31";"14";"20"
;;"1";"Olf, E.M.";"426";"10";"1";"2";"2";"8";"5";"46";"17";"99";"3";"4";"2";"33";"1";"4";"7";"29";"12";"5";"18";"6";"16";"3";"4";"6";"5";"5";"44";"12";"8";"9"
;;"2";"Mc Cray, L.";"250";"7";"2";"1";"1";"4";"3";"27";"9";"79";"3";"1";"6";"10";"2";"2";"1";"18";"2";"1";"7";"4";"10";"3";"1";"2";"9";"0";"22";"6";"1";"6"
;;"3";"Salmi, L.";"87";"2";"0";"0";"0";"6";"1";"3";"2";"21";"1";"0";"2";"6";"0";"2";"1";"9";"2";"0";"5";"5";"1";"1";"2";"0";"1";"0";"8";"5";"0";"1"
;;"4";"Courtar, G.O.";"41";"0";"0";"0";"1";"0";"1";"3";"3";"13";"0";"0";"1";"2";"0";"0";"0";"1";"2";"0";"1";"1";"0";"3";"0";"1";"0";"1";"5";"0";"1";"1"
;;"5";"de Miranda, E.N.";"27";"1";"0";"0";"0";"1";"0";"1";"1";"7";"0";"0";"0";"3";"1";"0";"0";"3";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"3";"2";"1";"0"
;;"6";"Berend, C.E.W.R.";"115";"0";"1";"0";"0";"4";"1";"5";"4";"33";"0";"0";"4";"4";"1";"2";"0";"8";"14";"1";"1";"0";"3";"2";"2";"0";"2";"0";"19";"2";"1";"1"
;;"7";"Luhrs, Y.";"22";"3";"0";"0";"0";"1";"0";"5";"2";"6";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0"
;;"8";"Gal, Y.";"12";"0";"0";"0";"1";"0";"0";"2";"0";"3";"0";"0";"0";"4";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"9";"ten Caat, J.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Zandee, J.I.N.";"39";"2";"0";"0";"0";"1";"1";"7";"1";"5";"0";"0";"2";"0";"0";"0";"0";"6";"2";"0";"1";"0";"0";"0";"0";"1";"1";"0";"6";"2";"1";"0"
;;"11";"Bakker, D.L.";"5";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Wienen, R.D.";"24";"1";"0";"0";"0";"0";"0";"0";"1";"11";"0";"1";"0";"1";"0";"0";"0";"3";"1";"0";"1";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"13";"Bijleveld, D.";"36";"2";"0";"0";"0";"1";"0";"1";"1";"8";"1";"0";"0";"5";"0";"0";"0";"3";"0";"2";"1";"0";"0";"3";"0";"0";"0";"1";"4";"2";"0";"1"
;;"14";"Vrede, R.I.";"15";"0";"1";"1";"0";"0";"0";"0";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"3";"0";"0";"0"
;;"15";"Timmer, R.S.Y.";"37";"1";"1";"0";"0";"0";"1";"4";"1";"10";"0";"1";"0";"4";"0";"0";"0";"4";"1";"0";"0";"0";"1";"3";"0";"0";"0";"0";"4";"0";"0";"1"
"17";"Piratenpartij - De Groenen";;;"482";"15";"6";"4";"1";"14";"10";"53";"36";"49";"5";"4";"4";"28";"7";"11";"5";"39";"17";"4";"20";"5";"12";"12";"14";"7";"13";"3";"35";"14";"13";"22"
;;"1";"van Treuren, M.A.";"256";"7";"3";"2";"1";"7";"4";"28";"12";"26";"1";"1";"2";"21";"4";"4";"3";"20";"10";"2";"13";"2";"8";"5";"9";"3";"6";"3";"24";"9";"6";"10"
;;"2";"Sadloe, S.";"61";"2";"0";"0";"0";"1";"3";"8";"7";"5";"2";"1";"2";"1";"2";"4";"2";"4";"2";"0";"1";"1";"1";"1";"0";"2";"1";"0";"2";"1";"3";"2"
;;"3";"van Zwoll, R.M.E.";"15";"0";"1";"0";"0";"0";"0";"1";"1";"3";"1";"0";"0";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1"
;;"4";"Pontier, M.A.";"9";"1";"0";"0";"0";"0";"0";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0"
;;"5";"Brandsma, W.A.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"6";"ter Haar, O.H.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"7";"Zimmerman, H.K.";"10";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0"
;;"8";"van Rijn, M.P.";"7";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1"
;;"9";"Berendsen, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Yadegari, S.";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Pot, A.A.M.";"14";"1";"1";"0";"0";"1";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"1";"0";"0"
;;"12";"Werner, D.R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"van Deijk, D.D.";"16";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"3";"0";"0";"1";"4";"0";"0";"0";"1";"1";"1";"0"
;;"14";"Russchenberg, S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Hallegraeff, D.S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Bresser, A.C.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"17";"Abendroth, A.M.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"18";"Darvish-Zadeh, P.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Schrama, D.D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Werner-Wafelman, L.S.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Plesa, B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Bouma, E.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Bethlehem, C.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0"
;;"24";"Dekkers, S.A.P.";"3";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"van Nes, T.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"26";"Linnenbank, A.C.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Braun, P.W.";"51";"1";"1";"1";"0";"3";"0";"8";"13";"3";"1";"0";"0";"1";"1";"2";"0";"2";"1";"1";"0";"1";"0";"2";"0";"0";"0";"0";"4";"0";"1";"4"
;;"28";"Doting, R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Teders, N.B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Bakkers, T.F.M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"31";"van Gelderen, J.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"baron van Till, J.W.J.";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"33";"van Breemen, W.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Blaak, M.G.M.H.";"9";"1";"0";"1";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"18";"BVNL / Groep Van Haga";;;"3562";"128";"68";"43";"51";"87";"48";"245";"131";"190";"55";"17";"90";"164";"28";"107";"21";"239";"191";"35";"150";"46";"214";"151";"102";"68";"132";"55";"314";"174";"79";"139"
;;"1";"van Haga, W.R.";"2390";"99";"53";"21";"32";"62";"31";"180";"104";"137";"41";"14";"50";"116";"21";"83";"17";"159";"114";"28";"100";"34";"96";"95";"57";"42";"90";"40";"227";"97";"54";"96"
;;"2";"Krol, H.C.M.";"77";"3";"0";"1";"0";"1";"1";"4";"2";"6";"1";"0";"3";"4";"0";"2";"0";"3";"2";"1";"6";"1";"1";"6";"2";"0";"6";"0";"8";"4";"3";"6"
